Data,ID_Cliente,Cliente,Almoco,Bebidas,Total_Gasto
2001-08-08,339,Leticia Cunha Farias,57.88,"Água, Alcóolicas",82.88
2001-06-21,12171,Renata Campos,57.36,"Refrigerantes, Sucos",81.36
2001-02-04,7906,Patricia Rocha,33.16,"Alcóolicas, Água",44.16
2001-03-20,662,Silvia Cavalcanti,47.67,"Sucos, Refrigerantes",87.67
2001-10-17,16517,Vinicius Torres Castro,80.24,"Refrigerantes, Água",104.24
2001-08-11,6078,Mariana Duarte,33.27,Alcóolicas,47.27
2001-04-19,12304,Ricardo Barbosa Sousa,25.74,"Alcóolicas, Sucos",55.74
2001-03-16,15329,João Silva,96.82,"Água, Alcóolicas",125.82
2001-03-02,1394,João Silva,36.97,"Refrigerantes, Sucos",68.97
2001-07-05,17995,Beatriz Cardoso Dias,41.65,Refrigerantes,65.65
2001-12-14,18451,Pedro Oliveira,30.93,"Alcóolicas, Refrigerantes, Água",72.93
2001-03-31,16924,Fernanda Gomes Moreira,42.02,"Alcóolicas, Água, Refrigerantes",80.02
2001-08-08,11944,Henrique Lopes,26.97,Sucos,42.97
2001-03-13,22176,Paula Melo Mendes,30.42,"Água, Refrigerantes",62.42
2001-01-23,18247,Vinicius Torres Pires,23.82,"Refrigerantes, Sucos, Água",59.82
2001-11-20,5039,Rodrigo Neves Lima,18.88,Alcóolicas,39.88
2001-02-06,19053,Marcos Pereira Pereira,29.03,Alcóolicas,43.03
2001-11-06,25470,Marcos Pereira,21.45,"Alcóolicas, Sucos, Água",58.45
2001-01-26,23849,Roberto Martins Ferreira,49.49,Refrigerantes,65.49
2001-01-11,19512,Bruna Ribeiro,54.15,"Sucos, Água",74.15
2001-05-27,1152,Isabela Castro Silva,32.23,Água,40.23
2001-03-02,7090,Marcos Pereira Melo,32.64,"Sucos, Refrigerantes",48.64
2001-11-02,7601,Renata Campos Ribeiro,34.82,Refrigerantes,58.82
2001-03-16,7981,Vanessa Correia Torres,20.75,Alcóolicas,27.75
2001-09-14,5770,Tatiana Moreira Torres,29.24,"Alcóolicas, Refrigerantes, Sucos",60.24
2001-03-09,268,Juliana Lima Neves,54.7,"Sucos, Alcóolicas, Água",80.7
2001-03-13,7133,Renata Campos,39.96,"Refrigerantes, Alcóolicas",70.96
2001-04-20,1981,Leticia Cunha Araújo,49.93,"Refrigerantes, Água, Sucos",77.93
2001-06-02,13562,Isabela Castro Rezende,56.84,Sucos,64.84
2001-02-21,8379,Patricia Rocha Batista,36.67,"Água, Alcóolicas, Sucos",63.67
2001-01-16,17323,Diego Pinto Melo,49.71,Água,57.71
2001-05-29,17297,Silvia Cavalcanti Costa,35.85,"Água, Sucos, Alcóolicas",73.85
2001-01-05,20834,Ricardo Barbosa Mendes,41.75,"Refrigerantes, Alcóolicas, Água",76.75
2001-12-30,3011,Cristina Machado Melo,37.24,Água,41.24
2001-12-29,23201,Mariana Duarte Rocha,55.24,"Alcóolicas, Sucos, Refrigerantes",94.24
2001-12-04,6710,Eduardo Moura,54.27,"Sucos, Alcóolicas, Refrigerantes",107.27
2001-05-10,2628,Carolina Freitas Cardoso,27.04,Água,39.04
2001-09-04,8451,Gabriel Ramos Lopes,34.19,Água,42.19
2001-03-25,14610,Pedro Oliveira Moreira,59.75,Água,67.75
2001-05-30,22766,Bruna Ribeiro Silva,27.78,"Sucos, Água",43.78
2001-01-07,12017,Adriana Farias Ferreira,56.24,"Água, Sucos",72.24
2001-02-13,12525,Diego Pinto,25.77,Refrigerantes,33.77
2001-11-20,11862,Bruna Ribeiro Cavalcanti,59.63,"Sucos, Água",87.63
2001-03-03,21577,Monica Batista,58.48,"Refrigerantes, Sucos, Água",86.48
2001-11-11,20898,Fernando Alves Castro,47.88,"Alcóolicas, Refrigerantes",76.88
2001-03-27,10229,Raquel Pires Rodrigues,42.64,"Sucos, Refrigerantes, Água",86.64
2001-12-02,2752,Fernando Alves Castro,26.03,"Água, Alcóolicas",59.03
2001-11-04,4756,Leticia Cunha Moreira,51.08,Alcóolicas,58.08
2001-03-31,22883,Monica Batista Moreira,54.06,"Refrigerantes, Sucos",70.06
2001-01-14,23057,Bruna Ribeiro Nascimento,20.48,"Sucos, Água",40.48
2001-02-27,1598,Isabela Castro Alves,35.83,Sucos,43.83
2001-09-18,13685,Thiago Monteiro Pinto,54.42,"Alcóolicas, Sucos",99.42
2001-02-25,19629,Monica Batista Machado,41.95,"Água, Sucos",57.95
2001-11-25,15616,Patricia Rocha Fonseca,30.32,Sucos,54.32
2001-02-16,18836,Roberto Martins,38.94,"Refrigerantes, Alcóolicas, Sucos",77.94
2001-09-04,24096,Silvia Cavalcanti Santos,48.95,"Refrigerantes, Sucos",80.95
2001-03-16,20312,Mariana Duarte,52.18,Alcóolicas,66.18
2001-12-06,22363,Lucas Teixeira Alves,24.88,"Água, Alcóolicas",53.88
2001-04-10,8205,Anderson Coelho Carvalho,51.91,Refrigerantes,75.91
2001-02-27,3695,Cristina Machado,54.13,Alcóolicas,75.13
2001-01-16,25055,Mariana Duarte,46.61,"Refrigerantes, Sucos, Alcóolicas",107.61
2001-10-16,17538,Roberto Martins,42.93,"Sucos, Água, Refrigerantes",70.93
2001-06-01,14623,Lucas Teixeira,21.17,Refrigerantes,37.17
2001-03-08,11904,Carlos Souza,40.21,Sucos,56.21
2001-02-06,15470,Tatiana Moreira Neves,41.41,"Refrigerantes, Água, Sucos",77.41
2001-01-19,1419,Roberto Martins Alves,55.98,"Refrigerantes, Água",83.98
2001-05-24,22377,Bruna Ribeiro,22.09,"Água, Sucos, Refrigerantes",42.09
2001-09-08,11015,Marcelo Rezende,18.93,"Alcóolicas, Sucos, Refrigerantes",49.93
2002-01-01,20361,Raquel Pires,49.8,"Refrigerantes, Sucos, Alcóolicas",79.8
2001-11-27,8813,Leonardo Vieira,36.42,"Sucos, Refrigerantes, Água",96.42
2001-05-15,18346,Camila Rodrigues,47.18,"Água, Alcóolicas",58.18
2001-01-12,1409,Leticia Cunha,51.84,"Alcóolicas, Refrigerantes",81.84
2001-06-27,25820,Cristina Machado Lopes,48.08,Água,52.08
2001-04-24,16753,Fernanda Gomes,31.21,"Água, Refrigerantes",51.21
2001-08-21,17665,Bruna Ribeiro Cardoso,29.41,Refrigerantes,53.41
2001-12-19,181,Eduardo Moura Vieira,44.51,"Água, Alcóolicas, Refrigerantes",71.51
2001-06-14,21258,Ana Costa Neves,43.89,Água,51.89
2001-05-27,6241,Adriana Farias,31.64,"Refrigerantes, Água, Sucos",75.64
2001-11-13,1163,Thiago Monteiro,34.06,"Sucos, Alcóolicas, Refrigerantes",72.06
2001-05-19,25665,Tatiana Moreira Sousa,24.35,"Alcóolicas, Sucos, Água",65.35
2001-01-02,4484,Marcelo Rezende Machado,18.86,"Refrigerantes, Alcóolicas",49.86
2001-01-20,1501,Marcos Pereira Souza,57.95,"Refrigerantes, Água, Alcóolicas",90.95
2001-01-03,13089,Eduardo Moura Coelho,58.5,Refrigerantes,82.5
2001-03-28,10142,Gustavo Azevedo Ferreira,49.55,Refrigerantes,65.55
2001-11-13,17014,Lucia Ferreira Farias,26.1,"Refrigerantes, Sucos",66.1
2001-11-06,5687,Renata Campos Ribeiro,20.83,"Sucos, Refrigerantes",52.83
2001-03-16,4566,Ricardo Barbosa Rodrigues,49.08,"Refrigerantes, Sucos",73.08
2001-04-24,7817,Mariana Duarte Castro,53.11,"Refrigerantes, Alcóolicas",68.11
2001-10-18,9601,Gustavo Azevedo,51.83,Alcóolicas,58.83
2001-01-12,14328,Lucia Ferreira,57.78,"Sucos, Água, Refrigerantes",109.78
2001-11-17,1501,Marcos Pereira Souza,47.75,"Sucos, Água, Alcóolicas",85.75
2001-02-09,2706,Marcos Pereira Mendes,34.28,Alcóolicas,48.28
2001-02-04,24393,Carolina Freitas,23.05,Refrigerantes,47.05
2001-01-27,23598,Lucia Ferreira Freitas,43.2,"Alcóolicas, Refrigerantes",81.2
2001-11-10,8847,Marcos Pereira Cunha,50.55,"Alcóolicas, Refrigerantes, Sucos",80.55
2001-05-17,17822,Ricardo Barbosa Melo,55.07,"Alcóolicas, Sucos",78.07
2001-05-08,20771,João Silva Nascimento,35.14,Sucos,59.14
2001-01-30,12474,Raquel Pires,52.05,"Refrigerantes, Água",88.05
2001-11-27,6097,Anderson Coelho Coelho,49.58,"Refrigerantes, Sucos",73.58
2001-02-13,22314,Mariana Duarte Vieira,40.33,"Alcóolicas, Refrigerantes, Água",81.33
2001-12-16,25089,Bruna Ribeiro,20.44,Alcóolicas,34.44
2001-12-22,2140,Leticia Cunha Gomes,24.66,"Alcóolicas, Refrigerantes",47.66
2001-11-28,16339,Carolina Freitas Rocha,49.04,"Refrigerantes, Alcóolicas, Água",102.04
2001-03-01,10944,Ricardo Barbosa Silva,24.69,"Alcóolicas, Água, Sucos",58.69
2001-09-04,1199,Silvia Cavalcanti Pinto,42.95,Sucos,66.95
2001-05-09,22011,Rodrigo Neves Sousa,33.72,Água,41.72
2001-11-29,2753,Pedro Oliveira Castro,49.44,Água,53.44
2001-07-24,15975,Roberto Martins Castro,58.56,Alcóolicas,65.56
2001-02-03,12846,Silvia Cavalcanti Castro,50.19,"Refrigerantes, Alcóolicas, Sucos",119.19
2001-02-01,24985,Felipe Barros Lopes,34.0,"Refrigerantes, Sucos, Água",74.0
2001-06-27,7022,Alexandre Araújo Santos,49.23,"Água, Sucos",77.23
2001-04-26,18027,Maria Santos,59.41,"Sucos, Refrigerantes",99.41
2001-02-04,25229,Isabela Castro,47.97,"Refrigerantes, Sucos",79.97
2001-01-18,12293,Ana Costa Barros,18.65,"Água, Refrigerantes, Sucos",46.65
2001-02-27,19682,Raquel Pires Sousa,31.68,Sucos,47.68
2001-01-10,4301,Beatriz Cardoso Rezende,44.72,Refrigerantes,52.72
2001-03-14,3773,Rodrigo Neves,62.52,"Refrigerantes, Água",86.52
2001-03-06,8379,Patricia Rocha Batista,52.59,"Alcóolicas, Água, Sucos",109.59
2001-05-11,16212,Paula Melo Vieira,88.64,Sucos,96.64
2001-03-09,8591,Ricardo Barbosa Pinto,18.61,"Sucos, Água",50.61
2001-12-09,9397,Bruno Castro Barbosa,47.12,"Alcóolicas, Refrigerantes",69.12
2001-10-30,4276,Camila Rodrigues,55.93,"Alcóolicas, Sucos",93.93
2001-12-25,16760,Rodrigo Neves Nascimento,27.65,"Sucos, Refrigerantes, Alcóolicas",50.65
2001-03-25,3229,Carolina Freitas,29.67,Água,37.67
2001-12-18,14479,Juliana Lima Moreira,31.41,"Alcóolicas, Sucos",46.41
2001-10-04,22629,João Silva Cardoso,18.14,"Sucos, Alcóolicas, Água",37.14
2001-03-22,18713,Eduardo Moura Martins,38.28,Sucos,46.28
2001-12-16,3810,Carlos Souza,57.52,"Sucos, Água",93.52
2001-01-02,17044,Eduardo Moura Mendes,27.68,Água,31.68
2001-03-04,17884,Maria Santos,43.81,Refrigerantes,59.81
2001-03-10,23689,Camila Rodrigues Batista,57.91,"Água, Sucos",77.91
2001-01-23,4207,Carolina Freitas Ribeiro,35.57,"Água, Sucos",59.57
2001-10-16,17316,Marcelo Rezende,50.11,Sucos,74.11
2001-04-28,22987,Pedro Oliveira Coelho,34.04,Refrigerantes,50.04
2001-06-02,11264,Maria Santos Campos,51.12,"Água, Sucos, Alcóolicas",85.12
2001-09-20,1845,Thiago Monteiro Santos,19.44,"Refrigerantes, Água",55.44
2001-09-07,7202,Beatriz Cardoso Azevedo,45.05,Sucos,69.05
2001-02-28,4914,Marcelo Rezende Rocha,30.08,"Sucos, Refrigerantes",62.08
2001-10-07,4436,Camila Rodrigues Teixeira,39.41,Alcóolicas,46.41
2001-05-22,13579,Paula Melo Azevedo,29.88,"Alcóolicas, Refrigerantes",58.88
2001-02-22,3395,Henrique Lopes Lima,49.99,"Sucos, Refrigerantes",89.99
2001-09-21,15830,Simone Fonseca,34.68,"Água, Sucos",70.68
2001-09-11,18339,Gustavo Azevedo Rocha,23.74,"Alcóolicas, Água, Sucos",50.74
2001-01-05,4546,Maria Santos,29.24,"Refrigerantes, Sucos, Alcóolicas",67.24
2001-03-16,24430,Alexandre Araújo Coelho,36.04,"Sucos, Refrigerantes",52.04
2001-02-18,24749,Paula Melo Sousa,55.44,"Refrigerantes, Água",67.44
2001-03-07,4292,Ana Costa,51.13,Água,59.13
2001-11-25,15937,Camila Rodrigues,22.78,"Refrigerantes, Alcóolicas, Sucos",52.78
2001-03-27,7497,Marcelo Rezende,59.7,"Água, Refrigerantes, Alcóolicas",102.7
2001-09-28,20592,Diego Pinto,55.44,"Água, Sucos, Refrigerantes",99.44
2001-01-28,17811,Simone Fonseca,32.51,"Água, Alcóolicas",61.51
2001-02-09,128,Juliana Lima,54.65,Água,58.65
2001-02-28,10035,Raquel Pires Ramos,56.65,"Refrigerantes, Água, Alcóolicas",105.65
2001-04-25,24745,Beatriz Cardoso,33.6,"Água, Sucos",57.6
2001-05-10,9327,Gustavo Azevedo,24.13,"Água, Sucos",36.13
2001-05-06,15233,Leonardo Vieira Mendes,22.11,Água,30.11
2001-12-23,14789,Camila Rodrigues Melo,52.99,Alcóolicas,59.99
2001-05-02,5100,Thiago Monteiro Santos,25.12,Sucos,33.12
2001-08-10,7118,Leticia Cunha Rezende,44.11,"Alcóolicas, Refrigerantes",89.11
2001-11-13,14941,Monica Batista,58.89,"Sucos, Alcóolicas",73.89
2001-09-02,15131,Paula Melo,36.68,"Água, Alcóolicas, Sucos",69.68
2001-06-01,6676,Ricardo Barbosa,37.82,Água,45.82
2001-11-15,22654,Lucia Ferreira Melo,20.05,Refrigerantes,44.05
2001-01-26,21999,Monica Batista Machado,44.14,Sucos,52.14
2001-12-09,19226,Marcos Pereira Freitas,33.89,"Água, Alcóolicas",66.89
2001-01-10,15724,Camila Rodrigues Castro,50.91,"Refrigerantes, Sucos, Alcóolicas",89.91
2001-10-02,17267,Camila Rodrigues Barbosa,22.94,Alcóolicas,36.94
2001-01-28,6076,Roberto Martins Rocha,45.59,"Água, Sucos, Alcóolicas",94.59
2001-02-06,24903,Fernanda Gomes,57.57,Alcóolicas,78.57
2001-03-22,6673,Bruno Castro,53.97,Refrigerantes,77.97
2001-02-03,11079,João Silva,43.05,"Alcóolicas, Água, Sucos",62.05
2001-03-11,7639,Carlos Souza Fonseca,42.4,"Refrigerantes, Alcóolicas",71.4
2001-10-07,18965,Tatiana Moreira Ramos,43.48,"Alcóolicas, Refrigerantes",72.48
2001-11-11,2154,Tatiana Moreira Santos,19.44,"Alcóolicas, Refrigerantes, Sucos",65.44
2001-03-27,14794,Lucia Ferreira Barbosa,32.61,"Água, Sucos",52.61
2001-02-24,9279,Tatiana Moreira,24.37,Água,36.37
2001-03-08,14355,Mariana Duarte Moreira,46.87,"Sucos, Água",66.87
2001-03-15,14550,Vanessa Correia Duarte,34.21,Água,38.21
2001-08-08,8969,Mariana Duarte Castro,39.74,Sucos,55.74
2001-02-13,2967,Marcelo Rezende,23.4,"Alcóolicas, Refrigerantes, Sucos",62.4
2001-07-31,20181,Fernanda Gomes,56.74,"Sucos, Refrigerantes",88.74
2001-12-25,2311,Lucia Ferreira,35.84,"Sucos, Alcóolicas",50.84
2001-04-18,1947,Eduardo Moura Dias,21.39,"Refrigerantes, Sucos",61.39
2001-08-14,5740,Ana Costa Alves,57.04,"Refrigerantes, Alcóolicas",72.04
2001-01-03,23407,Carlos Souza Pires,51.62,"Refrigerantes, Alcóolicas, Sucos",97.62
2001-07-24,8845,Leticia Cunha,49.31,"Alcóolicas, Água, Sucos",83.31
2001-05-04,3139,Felipe Barros Torres,60.62,Sucos,76.62
2001-08-30,6833,Rafael Mendes,24.5,"Alcóolicas, Água",39.5
2001-11-13,17943,Gustavo Azevedo Santos,20.34,Água,24.34
2001-08-05,21204,Pedro Oliveira Oliveira,22.06,Sucos,30.06
2001-11-14,10858,Carolina Freitas Castro,47.13,"Refrigerantes, Sucos",71.13
2001-07-18,11662,Monica Batista Lopes,18.09,"Sucos, Alcóolicas",56.09
2001-09-30,19912,Adriana Farias Azevedo,49.57,"Água, Sucos",81.57
2001-04-25,20852,Bruna Ribeiro,21.43,"Refrigerantes, Água",37.43
2001-11-07,17910,Beatriz Cardoso,55.84,"Sucos, Água",91.84
2001-12-26,9444,Isabela Castro,48.47,Sucos,72.47
2001-01-07,14572,Gabriel Ramos Gomes,48.64,"Sucos, Água",80.64
2001-12-07,148,Roberto Martins Fonseca,33.65,Alcóolicas,40.65
2001-10-26,23038,Gustavo Azevedo,56.0,"Alcóolicas, Refrigerantes, Água",113.0
2001-11-22,3764,Carolina Freitas,24.8,"Sucos, Alcóolicas",46.8
2001-03-20,22886,Leonardo Vieira,55.05,"Sucos, Água, Refrigerantes",99.05
2001-09-29,16774,Alexandre Araújo Rocha,42.31,Alcóolicas,63.31
2001-10-23,15018,Alexandre Araújo Azevedo,45.36,"Sucos, Refrigerantes, Água",77.36
2001-05-09,549,Tatiana Moreira Moreira,37.67,"Refrigerantes, Alcóolicas, Água",82.67
2002-01-01,14363,Beatriz Cardoso Rodrigues,19.09,"Água, Alcóolicas",34.09
2001-11-01,15686,Rodrigo Neves Carvalho,48.64,"Refrigerantes, Sucos, Alcóolicas",101.64
2001-03-18,4332,Daniela Sousa Carvalho,58.81,"Alcóolicas, Sucos, Refrigerantes",111.81
2001-02-17,3562,Camila Rodrigues Pereira,39.95,"Refrigerantes, Alcóolicas",69.95
2001-09-07,16361,Fernando Alves Monteiro,58.46,Alcóolicas,65.46
2001-04-07,19040,Renata Campos Monteiro,58.0,"Sucos, Alcóolicas, Refrigerantes",119.0
2001-09-15,9330,Simone Fonseca Azevedo,68.35,Sucos,84.35
2002-01-01,21538,Silvia Cavalcanti Dias,54.9,Refrigerantes,78.9
2001-02-21,23756,Gabriel Ramos Cavalcanti,36.48,"Alcóolicas, Água, Sucos",85.48
2001-12-25,4909,Gabriel Ramos Vieira,50.67,Refrigerantes,74.67
2001-11-21,8463,Tatiana Moreira Lima,39.82,Água,51.82
2001-09-09,22802,Bruno Castro,45.18,"Refrigerantes, Água, Alcóolicas",72.18
2001-03-17,12558,Renata Campos Castro,50.97,Refrigerantes,74.97
2001-10-09,5501,Rodrigo Neves Carvalho,59.26,Água,63.26
2001-02-13,11123,Pedro Oliveira,30.15,"Refrigerantes, Água",62.15
2001-09-05,21784,Fernando Alves Correia,55.06,Refrigerantes,63.06
2001-12-23,23046,Anderson Coelho Pinto,41.79,Sucos,65.79
2001-05-13,5846,Beatriz Cardoso Castro,51.78,"Água, Refrigerantes",87.78
2001-03-27,19349,Juliana Lima,26.11,"Alcóolicas, Refrigerantes",71.11
2001-02-16,22165,Beatriz Cardoso,23.6,Sucos,39.6
2001-12-04,274,Eduardo Moura Lima,19.16,"Sucos, Água",55.16
2001-04-20,18305,Amanda Dias Gomes,50.37,"Refrigerantes, Alcóolicas, Sucos",111.37
2001-03-23,4969,Henrique Lopes Oliveira,22.17,"Água, Alcóolicas, Refrigerantes",49.17
2001-08-14,23838,Beatriz Cardoso Oliveira,54.64,Água,62.64
2001-05-18,14389,Raquel Pires Nascimento,44.85,"Refrigerantes, Sucos, Alcóolicas",89.85
2001-12-08,7819,Pedro Oliveira Castro,42.63,"Água, Refrigerantes",74.63
2001-10-07,23262,Patricia Rocha Rodrigues,19.82,Refrigerantes,43.82
2001-01-03,1659,Bruna Ribeiro Carvalho,49.51,"Sucos, Água, Refrigerantes",97.51
2001-04-24,7690,Maria Santos,47.13,Alcóolicas,61.13
2001-10-24,6152,Adriana Farias Castro,32.59,Água,36.59
2001-11-14,2487,Rafael Mendes Pereira,23.35,"Água, Alcóolicas",49.35
2001-02-27,22142,Ana Costa Pires,44.57,Sucos,60.57
2001-10-30,25938,Leticia Cunha Oliveira,19.09,"Sucos, Água",51.09
2001-10-09,8859,Lucas Teixeira,27.76,Refrigerantes,51.76
2001-02-20,23301,Beatriz Cardoso,36.97,Água,48.97
2001-09-26,18490,Lucia Ferreira Farias,57.65,"Refrigerantes, Alcóolicas, Sucos",95.65
2001-12-04,756,Patricia Rocha,69.54,"Água, Refrigerantes",89.54
2001-11-22,10677,Renata Campos Gomes,27.84,"Alcóolicas, Água",46.84
2001-11-20,13399,Lucas Teixeira Azevedo,58.32,Alcóolicas,65.32
2001-04-17,6990,Renata Campos Souza,53.38,"Água, Alcóolicas",68.38
2001-04-25,17514,Eduardo Moura,56.75,"Alcóolicas, Sucos, Refrigerantes",102.75
2001-10-12,13622,Amanda Dias,55.26,Alcóolicas,76.26
2001-02-20,15192,Monica Batista,42.65,"Sucos, Água, Refrigerantes",78.65
2001-04-13,18096,João Silva Barros,45.35,Água,53.35
2001-07-28,20338,Leonardo Vieira Carvalho,52.71,"Alcóolicas, Refrigerantes",82.71
2001-09-05,10479,Pedro Oliveira,33.22,Sucos,41.22
2001-12-01,11261,Mariana Duarte,47.26,Sucos,71.26
2001-04-19,9308,Ana Costa,29.91,"Alcóolicas, Água, Sucos",67.91
2001-10-05,6825,Diego Pinto Barbosa,73.83,"Alcóolicas, Sucos",88.83
2001-10-23,17069,Fernanda Gomes Silva,25.47,"Alcóolicas, Refrigerantes, Sucos",86.47
2001-10-02,4921,Beatriz Cardoso,26.11,"Alcóolicas, Sucos, Água",65.11
2001-10-12,12980,Mariana Duarte Nascimento,28.13,Refrigerantes,44.13
2001-03-06,8096,Marcos Pereira Monteiro,21.13,Sucos,37.13
2001-02-23,3951,Silvia Cavalcanti Melo,98.02,"Água, Refrigerantes",110.02
2001-09-14,21147,Ana Costa,31.42,Água,39.42
2001-11-13,19222,Simone Fonseca Freitas,22.86,"Sucos, Alcóolicas, Água",71.86
2001-03-11,13831,Tatiana Moreira,43.02,Alcóolicas,57.02
2001-05-13,17164,Bruno Castro Ramos,53.65,"Sucos, Água, Refrigerantes",97.65
2001-03-01,18458,Pedro Oliveira Ribeiro,47.33,"Sucos, Alcóolicas",76.33
2001-09-26,6894,Lucia Ferreira Freitas,113.37,"Sucos, Água",137.37
2001-01-18,6751,Raquel Pires Monteiro,45.51,"Alcóolicas, Refrigerantes, Água",86.51
2001-01-30,11756,Thiago Monteiro Cunha,25.58,"Alcóolicas, Refrigerantes, Sucos",86.58
2001-01-25,21383,Carolina Freitas Machado,45.42,"Alcóolicas, Água",70.42
2001-09-04,12893,Vinicius Torres,51.43,"Água, Alcóolicas, Refrigerantes",93.43
2001-03-30,19196,Raquel Pires Costa,20.27,Água,28.27
2001-12-30,4718,Anderson Coelho Silva,44.95,"Alcóolicas, Sucos, Água",77.95
2001-04-19,11276,José Carvalho Nascimento,59.64,"Alcóolicas, Refrigerantes",97.64
2001-05-03,13978,Gabriel Ramos Oliveira,50.08,"Refrigerantes, Alcóolicas",81.08
2001-12-26,20858,Eduardo Moura Moreira,45.97,"Água, Alcóolicas, Sucos",82.97
2001-05-01,7911,José Carvalho Alves,56.26,"Água, Refrigerantes, Alcóolicas",105.26
2001-03-06,24916,Adriana Farias Melo,52.78,Água,60.78
2001-03-14,21880,Adriana Farias Pinto,50.98,"Sucos, Água, Alcóolicas",92.98
2001-04-05,22973,Vanessa Correia Coelho,91.99,"Água, Alcóolicas",117.99
2001-11-23,25518,Ana Costa,56.61,"Água, Alcóolicas",75.61
2001-04-17,23434,Tatiana Moreira Dias,20.56,Água,28.56
2001-03-18,19709,Leticia Cunha Nascimento,35.92,Refrigerantes,51.92
2001-01-16,17630,Pedro Oliveira Rocha,59.42,"Água, Alcóolicas, Sucos",85.42
2001-11-23,18845,Roberto Martins Santos,38.27,"Água, Sucos, Refrigerantes",74.27
2001-02-13,3786,Amanda Dias Nascimento,37.88,Sucos,61.88
2001-10-13,1543,João Silva,59.81,"Água, Refrigerantes, Sucos",95.81
2001-12-18,13799,Leticia Cunha Ribeiro,50.13,Sucos,66.13
2001-02-07,16850,Henrique Lopes Oliveira,54.32,"Sucos, Refrigerantes",86.32
2001-02-13,20457,José Carvalho,19.08,"Sucos, Alcóolicas, Água",53.08
2001-09-21,3115,Marcelo Rezende Pereira,18.02,Sucos,34.02
2001-11-01,11387,Amanda Dias Melo,38.81,"Refrigerantes, Água, Alcóolicas",71.81
2001-11-20,18102,Diego Pinto Ribeiro,55.71,"Sucos, Alcóolicas, Refrigerantes",108.71
2001-04-29,13423,Daniela Sousa Ferreira,44.29,"Refrigerantes, Alcóolicas, Água",79.29
2001-02-14,7143,Bruna Ribeiro Neves,28.26,Sucos,36.26
2001-11-17,13290,Silvia Cavalcanti Pires,29.56,"Sucos, Refrigerantes",61.56
2001-03-27,12614,Rodrigo Neves Santos,23.13,"Alcóolicas, Refrigerantes, Sucos",62.13
2001-09-30,3140,Adriana Farias Torres,43.73,"Refrigerantes, Sucos",59.73
2001-09-28,23859,José Carvalho,42.21,Água,50.21
2001-11-18,18891,Vinicius Torres Alves,25.61,"Água, Sucos",57.61
2001-09-21,8,Leonardo Vieira,22.91,"Água, Sucos, Refrigerantes",58.91
2001-01-02,16299,Carlos Souza Cunha,56.66,Refrigerantes,72.66
2001-03-14,1213,Ana Costa,31.32,Água,35.32
2001-10-06,8730,Bruna Ribeiro Correia,43.87,"Refrigerantes, Alcóolicas, Sucos",89.87
2001-04-06,6350,Rodrigo Neves Rodrigues,19.62,"Alcóolicas, Refrigerantes, Água",72.62
2001-10-17,4003,Tatiana Moreira Santos,29.42,"Refrigerantes, Água, Sucos",49.42
2001-09-07,18370,Juliana Lima Cavalcanti,50.75,Água,58.75
2001-01-16,10403,Lucas Teixeira,38.25,Alcóolicas,52.25
2001-12-04,656,Leticia Cunha Coelho,47.07,"Alcóolicas, Refrigerantes",62.07
2001-11-27,15622,Diego Pinto Souza,40.83,"Alcóolicas, Refrigerantes",85.83
2001-02-10,12715,Maria Santos,25.88,"Sucos, Refrigerantes",49.88
2001-12-07,6940,Leticia Cunha Souza,24.11,"Água, Alcóolicas, Sucos",77.11
2001-02-10,24619,Carlos Souza Santos,38.3,Refrigerantes,46.3
2001-02-21,21361,Adriana Farias Santos,45.37,"Água, Alcóolicas, Refrigerantes",71.37
2001-08-26,7936,Simone Fonseca Machado,38.79,"Refrigerantes, Água, Sucos",74.79
2001-07-24,13724,Bruna Ribeiro Cardoso,57.67,Água,61.67
2001-11-13,21529,José Carvalho Ramos,21.9,Alcóolicas,42.9
2001-11-23,2102,Tatiana Moreira Ramos,41.17,"Sucos, Alcóolicas, Água",67.17
2001-12-26,22345,Mariana Duarte,21.73,Sucos,29.73
2001-02-07,16945,João Silva Costa,70.58,"Sucos, Água, Refrigerantes",114.58
2001-04-24,14571,Pedro Oliveira Gomes,27.92,"Refrigerantes, Água",47.92
2001-09-18,15521,Tatiana Moreira,55.26,"Água, Alcóolicas, Refrigerantes",98.26
